user_id,event_name,event_timestamp,stage_order
100011,first_txn_success,2026-01-29 19:54:48.244441,6
100012,signup_started,2026-01-14 00:00:00.000000,0
100012,otp_verified,2026-01-14 05:00:48.306306,1
100012,bank_linked,2026-01-14 08:09:03.877692,2
100012,upi_pin_set,2026-01-14 17:25:37.303279,3
100012,kyc_completed,2026-01-15 10:17:48.655399,4
100012,first_txn_attempted,2026-01-16 11:56:18.070508,5
100012,first_txn_success,2026-01-17 03:31:36.585777,6
100013,signup_started,2026-01-19 00:00:00.000000,0
100013,otp_verified,2026-01-19 01:45:44.831796,1
100013,bank_linked,2026-01-19 13:49:09.477089,2
100013,upi_pin_set,2026-01-20 00:48:57.951788,3
100013,kyc_completed,2026-01-20 15:16:09.776785,4
100013,first_txn_attempted,2026-01-20 20:06:39.816628,5
100013,first_txn_success,2026-01-21 13:17:12.659877,6
100014,signup_started,2026-01-09 00:00:00.000000,0
100014,otp_verified,2026-01-09 07:58:47.062364,1
100014,bank_linked,2026-01-09 08:54:05.751512,2
100014,upi_pin_set,2026-01-09 14:53:39.909833,3
100014,kyc_completed,2026-01-10 01:40:00.713351,4
100014,first_txn_attempted,2026-01-10 17:52:23.858987,5
100014,first_txn_success,2026-01-10 21:38:50.226656,6
100015,signup_started,2026-01-05 00:00:00.000000,0
100015,otp_verified,2026-01-05 01:19:17.554032,1
100015,bank_linked,2026-01-05 10:27:59.454627,2
100015,upi_pin_set,2026-01-05 11:07:42.629787,3
100015,kyc_completed,2026-01-06 08:24:58.204518,4
100015,first_txn_attempted,2026-01-06 14:14:15.038882,5
100015,first_txn_success,2026-01-07 07:40:15.724783,6
100016,signup_started,2026-01-12 00:00:00.000000,0
100016,otp_verified,2026-01-12 21:31:10.448260,1
100016,bank_linked,2026-01-13 01:28:33.376003,2
100016,upi_pin_set,2026-01-13 06:38:11.994184,3
100016,kyc_completed,2026-01-15 07:23:14.421326,4
100016,first_txn_attempted,2026-01-15 13:57:38.258267,5
100016,first_txn_success,2026-01-15 14:03:52.871597,6
100017,signup_started,2026-01-03 00:00:00.000000,0
100017,otp_verified,2026-01-03 00:13:16.603929,1
100017,bank_linked,2026-01-03 12:49:47.916765,2
100017,upi_pin_set,2026-01-03 13:55:52.608019,3
100018,signup_started,2026-01-19 00:00:00.000000,0
100018,otp_verified,2026-01-19 02:19:15.459135,1
100018,bank_linked,2026-01-19 05:37:30.768438,2
100018,upi_pin_set,2026-01-19 15:57:12.365551,3
100019,signup_started,2026-01-13 00:00:00.000000,0
100019,otp_verified,2026-01-13 12:40:33.742892,1
100019,bank_linked,2026-01-13 16:24:20.220861,2
100019,upi_pin_set,2026-01-13 23:35:02.866276,3
100019,kyc_completed,2026-01-15 14:34:28.708186,4
100019,first_txn_attempted,2026-01-15 21:22:38.906003,5
100019,first_txn_success,2026-01-17 17:43:05.634116,6
100020,signup_started,2026-01-17 00:00:00.000000,0
100020,otp_verified,2026-01-17 01:16:10.138915,1
100020,bank_linked,2026-01-17 05:10:25.179873,2
100020,upi_pin_set,2026-01-17 08:18:21.338122,3
100020,kyc_completed,2026-01-17 17:01:49.026782,4
100020,first_txn_attempted,2026-01-18 02:34:38.945697,5
100020,first_txn_success,2026-01-20 09:14:15.286720,6
100021,signup_started,2026-01-08 00:00:00.000000,0
100021,otp_verified,2026-01-08 02:26:44.751982,1
100021,bank_linked,2026-01-08 05:27:50.301756,2
100021,upi_pin_set,2026-01-08 10:16:03.588188,3
100021,kyc_completed,2026-01-08 17:15:14.875613,4
100021,first_txn_attempted,2026-01-11 03:02:34.572949,5
100021,first_txn_success,2026-01-11 12:59:32.449722,6
100022,signup_started,2026-01-26 00:00:00.000000,0
100022,otp_verified,2026-01-26 03:25:57.416223,1
100022,bank_linked,2026-01-26 07:22:49.780513,2
100022,upi_pin_set,2026-01-26 10:44:29.741843,3
100022,kyc_completed,2026-01-26 21:23:10.810899,4
100022,first_txn_attempted,2026-01-29 14:37:45.871482,5
100022,first_txn_success,2026-01-29 16:16:08.492960,6
100023,signup_started,2026-01-21 00:00:00.000000,0
100023,otp_verified,2026-01-21 09:01:22.304871,1
100023,bank_linked,2026-01-21 10:45:14.680493,2
100023,upi_pin_set,2026-01-21 13:26:53.594851,3
100024,signup_started,2026-01-17 00:00:00.000000,0
100024,otp_verified,2026-01-17 01:44:31.876566,1
100024,bank_linked,2026-01-17 07:27:10.491110,2
100024,upi_pin_set,2026-01-17 14:02:10.320079,3
100024,kyc_completed,2026-01-17 23:53:14.012978,4
100024,first_txn_attempted,2026-01-19 04:52:12.907267,5
100024,first_txn_success,2026-01-21 17:16:17.533402,6
100025,signup_started,2026-01-05 00:00:00.000000,0
100025,otp_verified,2026-01-05 17:31:14.213274,1
100025,bank_linked,2026-01-05 22:46:44.566557,2
100025,upi_pin_set,2026-01-05 23:08:16.772366,3
100025,kyc_completed,2026-01-06 14:20:42.503864,4
100025,first_txn_attempted,2026-01-06 19:42:05.625115,5
100025,first_txn_success,2026-01-09 21:21:52.442729,6
100026,signup_started,2026-01-10 00:00:00.000000,0
100026,otp_verified,2026-01-10 04:08:29.069050,1
100026,bank_linked,2026-01-10 07:20:53.232555,2
100026,upi_pin_set,2026-01-10 14:10:12.130010,3
100027,signup_started,2026-01-02 00:00:00.000000,0
100027,otp_verified,2026-01-03 05:56:07.159716,1
100027,bank_linked,2026-01-03 09:38:29.401279,2
100027,upi_pin_set,2026-01-03 15:20:00.309821,3
100027,kyc_completed,2026-01-05 18:29:12.374474,4
100027,first_txn_attempted,2026-01-06 15:25:12.342237,5
100027,first_txn_success,2026-01-07 04:37:35.626954,6
100028,signup_started,2026-01-04 00:00:00.000000,0
100028,otp_verified,2026-01-04 02:17:04.930192,1
100028,bank_linked,2026-01-04 08:55:44.904051,2
100028,upi_pin_set,2026-01-04 17:08:37.192756,3
100029,signup_started,2026-01-14 00:00:00.000000,0
100029,otp_verified,2026-01-14 06:08:04.500474,1
100029,bank_linked,2026-01-14 11:44:57.054383,2
100029,upi_pin_set,2026-01-14 14:32:34.398502,3
100030,signup_started,2026-01-16 00:00:00.000000,0
100030,otp_verified,2026-01-16 04:15:31.813583,1
100030,bank_linked,2026-01-16 11:30:01.279916,2
100030,upi_pin_set,2026-01-16 16:59:54.381359,3
100031,signup_started,2026-01-25 00:00:00.000000,0
100031,otp_verified,2026-01-25 13:06:56.063758,1
100031,bank_linked,2026-01-25 14:19:31.598961,2
100031,upi_pin_set,2026-01-25 14:58:02.140718,3
100031,kyc_completed,2026-01-25 21:37:45.202804,4
100031,first_txn_attempted,2026-01-26 06:33:44.334034,5
100031,first_txn_success,2026-01-27 08:41:14.785117,6
100032,signup_started,2026-01-07 00:00:00.000000,0
100032,otp_verified,2026-01-07 02:43:37.096273,1
100032,bank_linked,2026-01-07 10:32:31.443993,2
100032,upi_pin_set,2026-01-08 06:39:45.146400,3
100033,signup_started,2026-01-08 00:00:00.000000,0
100033,otp_verified,2026-01-08 05:10:39.292533,1
100033,bank_linked,2026-01-08 06:33:56.480075,2
100033,upi_pin_set,2026-01-08 15:30:21.679388,3
100033,kyc_completed,2026-01-09 03:42:49.872151,4
100033,first_txn_attempted,2026-01-11 17:20:54.723388,5
100033,first_txn_success,2026-01-12 09:48:39.795143,6
100034,signup_started,2026-01-10 00:00:00.000000,0
100034,otp_verified,2026-01-10 00:04:47.088062,1
100034,bank_linked,2026-01-10 08:03:37.829369,2
100034,upi_pin_set,2026-01-10 23:14:43.730105,3
100034,kyc_completed,2026-01-11 02:31:49.282597,4
100034,first_txn_attempted,2026-01-11 22:23:02.523519,5
100034,first_txn_success,2026-01-13 11:39:37.053959,6
100035,signup_started,2026-01-05 00:00:00.000000,0
100035,otp_verified,2026-01-05 04:19:29.325817,1
100036,signup_started,2026-01-04 00:00:00.000000,0
100036,otp_verified,2026-01-04 03:21:15.795631,1
100036,bank_linked,2026-01-04 10:28:04.926971,2
100036,upi_pin_set,2026-01-04 16:37:27.396650,3
100037,signup_started,2026-01-10 00:00:00.000000,0
100037,otp_verified,2026-01-10 00:31:14.882727,1
100037,bank_linked,2026-01-10 04:34:03.926735,2
100037,upi_pin_set,2026-01-10 11:10:28.044960,3
100037,kyc_completed,2026-01-10 13:49:16.925508,4
100038,signup_started,2026-01-05 00:00:00.000000,0
100038,otp_verified,2026-01-05 06:36:16.630580,1
100038,bank_linked,2026-01-05 21:31:09.028789,2
100038,upi_pin_set,2026-01-06 00:21:13.272826,3
100038,kyc_completed,2026-01-06 17:53:25.838436,4
100038,first_txn_attempted,2026-01-07 20:09:49.403797,5
100038,first_txn_success,2026-01-17 14:13:29.067759,6
100039,signup_started,2026-01-14 00:00:00.000000,0
100039,otp_verified,2026-01-14 06:48:57.594007,1
100039,bank_linked,2026-01-14 19:29:17.448762,2
100039,upi_pin_set,2026-01-14 20:16:22.274442,3
100039,kyc_completed,2026-01-15 14:58:33.184927,4
100039,first_txn_attempted,2026-01-17 23:20:00.190896,5
100039,first_txn_success,2026-01-19 23:58:32.898316,6
100040,signup_started,2026-01-09 00:00:00.000000,0
100040,otp_verified,2026-01-09 15:08:06.228855,1
100040,bank_linked,2026-01-10 04:48:51.081276,2
100040,upi_pin_set,2026-01-10 07:51:23.386120,3
100040,kyc_completed,2026-01-10 08:56:43.045618,4
100040,first_txn_attempted,2026-01-10 17:05:28.771165,5
100040,first_txn_success,2026-01-11 03:15:33.011231,6
100041,signup_started,2026-01-19 00:00:00.000000,0
100041,otp_verified,2026-01-19 00:02:34.771159,1
100041,bank_linked,2026-01-19 03:22:54.163074,2
100041,upi_pin_set,2026-01-19 07:57:03.783142,3
100042,signup_started,2026-01-15 00:00:00.000000,0
100042,otp_verified,2026-01-15 02:18:22.595880,1
100042,bank_linked,2026-01-15 04:51:57.907659,2
100042,upi_pin_set,2026-01-15 09:49:37.608967,3
100042,kyc_completed,2026-01-15 17:23:15.917768,4
100042,first_txn_attempted,2026-01-15 21:07:38.533650,5
100043,signup_started,2026-01-07 00:00:00.000000,0
100043,otp_verified,2026-01-07 01:49:27.067327,1
100043,bank_linked,2026-01-07 05:37:54.009537,2
100043,upi_pin_set,2026-01-07 09:55:06.834998,3
100044,signup_started,2026-01-19 00:00:00.000000,0
100044,otp_verified,2026-01-19 02:45:29.673354,1
100044,bank_linked,2026-01-19 17:28:27.516938,2
100044,upi_pin_set,2026-01-20 00:24:05.793004,3
100045,signup_started,2026-01-18 00:00:00.000000,0
100045,otp_verified,2026-01-18 06:35:57.536358,1
100046,signup_started,2026-01-08 00:00:00.000000,0
100046,otp_verified,2026-01-08 08:10:41.705371,1
100046,bank_linked,2026-01-08 11:46:50.142833,2
100046,upi_pin_set,2026-01-08 15:02:21.242279,3
100047,signup_started,2026-01-06 00:00:00.000000,0
100047,otp_verified,2026-01-06 04:12:17.978979,1
100048,signup_started,2026-01-14 00:00:00.000000,0
100048,otp_verified,2026-01-14 19:15:48.656626,1
100048,bank_linked,2026-01-15 07:26:01.886922,2
100048,upi_pin_set,2026-01-15 11:47:16.054705,3
100048,kyc_completed,2026-01-15 19:13:39.231778,4
100049,signup_started,2026-01-04 00:00:00.000000,0
100049,otp_verified,2026-01-04 00:40:17.824758,1
100049,bank_linked,2026-01-04 08:23:51.190228,2
100049,upi_pin_set,2026-01-04 10:52:19.191995,3
100050,signup_started,2026-01-05 00:00:00.000000,0
100050,otp_verified,2026-01-05 02:56:33.785171,1
100050,bank_linked,2026-01-05 15:36:18.545636,2
100050,upi_pin_set,2026-01-05 16:06:06.075402,3
100050,kyc_completed,2026-01-05 19:49:52.517264,4
100050,first_txn_attempted,2026-01-06 04:26:30.529424,5
100051,signup_started,2026-01-01 00:00:00.000000,0
100051,otp_verified,2026-01-01 01:45:48.486031,1
100051,bank_linked,2026-01-01 01:57:09.698276,2
100051,upi_pin_set,2026-01-01 11:16:59.653076,3
100051,kyc_completed,2026-01-02 00:04:31.394762,4
100052,signup_started,2026-01-17 00:00:00.000000,0
100052,otp_verified,2026-01-17 16:03:25.300363,1
100052,bank_linked,2026-01-17 16:25:09.266883,2
100052,upi_pin_set,2026-01-18 12:57:41.288065,3
100052,kyc_completed,2026-01-20 21:29:57.305437,4
100053,signup_started,2026-01-14 00:00:00.000000,0
100053,otp_verified,2026-01-15 00:54:28.563871,1
100053,bank_linked,2026-01-15 02:02:46.418412,2
100053,upi_pin_set,2026-01-15 06:41:36.048053,3
100053,kyc_completed,2026-01-16 05:21:12.574839,4
100053,first_txn_attempted,2026-01-16 06:03:44.099022,5
100053,first_txn_success,2026-01-16 11:04:27.275004,6
100054,signup_started,2026-01-15 00:00:00.000000,0
100054,otp_verified,2026-01-15 06:19:49.978478,1
100054,bank_linked,2026-01-15 12:42:08.646368,2
100054,upi_pin_set,2026-01-15 17:03:25.260991,3
100055,signup_started,2026-01-17 00:00:00.000000,0
100055,otp_verified,2026-01-17 10:07:02.306224,1
100055,bank_linked,2026-01-18 14:40:24.689351,2
100055,upi_pin_set,2026-01-18 19:42:43.389447,3
100055,kyc_completed,2026-01-21 16:45:09.359367,4
100055,first_txn_attempted,2026-01-22 14:25:47.140938,5
100055,first_txn_success,2026-01-23 01:08:06.278118,6
100056,signup_started,2026-01-10 00:00:00.000000,0
100056,otp_verified,2026-01-10 04:06:17.329723,1
100056,bank_linked,2026-01-10 13:54:24.778285,2
100056,upi_pin_set,2026-01-10 14:00:08.066859,3
100056,kyc_completed,2026-01-11 21:13:02.932737,4
100056,first_txn_attempted,2026-01-13 16:36:57.693506,5
100056,first_txn_success,2026-01-15 04:47:37.948077,6
100057,signup_started,2026-01-12 00:00:00.000000,0
100057,otp_verified,2026-01-12 00:38:55.709917,1
100057,bank_linked,2026-01-12 02:10:12.491249,2
100057,upi_pin_set,2026-01-12 04:14:32.097285,3
100057,kyc_completed,2026-01-12 04:31:30.031344,4
100057,first_txn_attempted,2026-01-12 12:06:16.328164,5
100057,first_txn_success,2026-01-12 16:56:30.789692,6
100058,signup_started,2026-01-04 00:00:00.000000,0
100058,otp_verified,2026-01-04 06:48:39.417505,1
100058,bank_linked,2026-01-04 08:08:21.405753,2
100058,upi_pin_set,2026-01-04 17:46:22.404933,3
100058,kyc_completed,2026-01-06 06:26:12.012564,4
100058,first_txn_attempted,2026-01-09 16:11:32.549032,5
100058,first_txn_success,2026-01-10 01:51:27.628559,6
100059,signup_started,2026-01-04 00:00:00.000000,0
100059,otp_verified,2026-01-04 04:52:39.009889,1
100059,bank_linked,2026-01-04 16:19:46.885242,2
100059,upi_pin_set,2026-01-04 20:00:01.641394,3
100059,kyc_completed,2026-01-05 01:22:03.854671,4
100060,signup_started,2026-01-14 00:00:00.000000,0
100060,otp_verified,2026-01-14 01:16:54.292298,1
100060,bank_linked,2026-01-14 04:47:01.384725,2
100060,upi_pin_set,2026-01-14 10:55:55.512962,3
100061,signup_started,2026-01-10 00:00:00.000000,0
100061,otp_verified,2026-01-10 07:03:03.037506,1
100061,bank_linked,2026-01-10 09:50:59.686563,2
100061,upi_pin_set,2026-01-11 00:44:09.290219,3
100061,kyc_completed,2026-01-11 07:40:22.759860,4
100062,signup_started,2026-01-12 00:00:00.000000,0
100062,otp_verified,2026-01-12 03:27:40.007770,1
100062,bank_linked,2026-01-12 09:37:37.045268,2
100062,upi_pin_set,2026-01-12 15:25:07.708531,3
100062,kyc_completed,2026-01-12 15:27:44.555805,4
100062,first_txn_attempted,2026-01-16 05:06:26.366968,5
100062,first_txn_success,2026-01-17 06:24:20.080898,6
100063,signup_started,2026-01-17 00:00:00.000000,0
100063,otp_verified,2026-01-17 11:22:33.119944,1
100064,signup_started,2026-01-13 00:00:00.000000,0
100064,otp_verified,2026-01-13 05:59:42.781072,1
100064,bank_linked,2026-01-13 15:14:05.251773,2
100064,upi_pin_set,2026-01-13 16:02:17.640769,3
100065,signup_started,2026-01-11 00:00:00.000000,0
100065,otp_verified,2026-01-11 05:35:51.457154,1
100065,bank_linked,2026-01-11 07:07:22.031381,2
100065,upi_pin_set,2026-01-11 11:28:45.601917,3
100065,kyc_completed,2026-01-11 17:57:37.301365,4
100065,first_txn_attempted,2026-01-11 19:41:07.973952,5
100065,first_txn_success,2026-01-12 00:42:51.332396,6
100066,signup_started,2026-01-12 00:00:00.000000,0
100066,otp_verified,2026-01-12 09:57:46.326493,1
100066,bank_linked,2026-01-12 10:37:03.230551,2
100066,upi_pin_set,2026-01-12 17:38:21.706989,3
100066,kyc_completed,2026-01-13 05:17:42.727320,4
100066,first_txn_attempted,2026-01-13 18:39:51.761888,5
100066,first_txn_success,2026-01-14 03:42:51.683726,6
100067,signup_started,2026-01-07 00:00:00.000000,0
100067,otp_verified,2026-01-07 01:26:35.272875,1
100067,bank_linked,2026-01-07 23:43:29.859798,2
100068,signup_started,2026-01-02 00:00:00.000000,0
100068,otp_verified,2026-01-02 05:10:28.701222,1
100068,bank_linked,2026-01-02 09:28:25.710729,2
100068,upi_pin_set,2026-01-02 20:23:27.472675,3
100068,kyc_completed,2026-01-05 08:09:00.814585,4
100068,first_txn_attempted,2026-01-08 04:33:19.089507,5
100068,first_txn_success,2026-01-09 04:45:53.400936,6
100069,signup_started,2026-01-09 00:00:00.000000,0
100069,otp_verified,2026-01-09 05:29:42.096653,1
100069,bank_linked,2026-01-09 07:32:12.821906,2
100069,upi_pin_set,2026-01-09 10:40:07.511292,3
100070,signup_started,2026-01-05 00:00:00.000000,0
100071,signup_started,2026-01-09 00:00:00.000000,0
100071,otp_verified,2026-01-09 04:18:48.672397,1
100071,bank_linked,2026-01-09 04:31:02.116072,2
100071,upi_pin_set,2026-01-09 12:20:55.793013,3
100072,signup_started,2026-01-20 00:00:00.000000,0
100072,otp_verified,2026-01-20 01:49:48.728678,1
100072,bank_linked,2026-01-20 13:34:41.308595,2
100072,upi_pin_set,2026-01-20 15:59:25.946141,3
100072,kyc_completed,2026-01-20 16:23:46.681528,4
100072,first_txn_attempted,2026-01-21 17:54:42.200578,5
100072,first_txn_success,2026-01-22 08:12:21.451545,6
100073,signup_started,2026-01-06 00:00:00.000000,0
100073,otp_verified,2026-01-06 07:29:34.090362,1
100073,bank_linked,2026-01-06 11:16:56.452357,2
100073,upi_pin_set,2026-01-06 12:15:24.155560,3
100073,kyc_completed,2026-01-07 09:22:19.984722,4
100073,first_txn_attempted,2026-01-07 14:49:03.966624,5
100073,first_txn_success,2026-01-07 20:00:03.730401,6
100074,signup_started,2026-01-03 00:00:00.000000,0
100075,signup_started,2026-01-06 00:00:00.000000,0
100075,otp_verified,2026-01-06 22:31:24.453156,1
100075,bank_linked,2026-01-06 22:43:56.484297,2
100075,upi_pin_set,2026-01-06 22:58:49.893277,3
100076,signup_started,2026-01-07 00:00:00.000000,0
100076,otp_verified,2026-01-07 01:27:55.733780,1
100076,bank_linked,2026-01-07 07:02:42.787112,2
100076,upi_pin_set,2026-01-07 10:34:32.244771,3
100076,kyc_completed,2026-01-08 09:18:43.796026,4
100076,first_txn_attempted,2026-01-08 15:50:53.279447,5
100076,first_txn_success,2026-01-08 16:04:29.577797,6
100077,signup_started,2026-01-14 00:00:00.000000,0
100077,otp_verified,2026-01-14 03:28:56.992015,1
100078,signup_started,2026-01-12 00:00:00.000000,0
100078,otp_verified,2026-01-12 09:22:52.064625,1
100078,bank_linked,2026-01-12 15:43:15.780054,2
100078,upi_pin_set,2026-01-13 05:16:53.079617,3
100079,signup_started,2026-01-17 00:00:00.000000,0
100079,otp_verified,2026-01-17 08:38:00.078297,1
100079,bank_linked,2026-01-18 00:33:18.634519,2
100079,upi_pin_set,2026-01-18 03:13:32.322717,3
100079,kyc_completed,2026-01-19 04:28:17.195117,4
100079,first_txn_attempted,2026-01-19 18:18:55.919595,5
100079,first_txn_success,2026-01-19 18:24:20.320513,6
100080,signup_started,2026-01-14 00:00:00.000000,0
100080,otp_verified,2026-01-14 01:53:11.735170,1
100081,signup_started,2026-01-09 00:00:00.000000,0
100081,otp_verified,2026-01-09 02:21:25.739571,1
100081,bank_linked,2026-01-09 03:42:13.739018,2
100081,upi_pin_set,2026-01-09 06:24:21.748700,3
100081,kyc_completed,2026-01-09 12:50:43.979714,4
100081,first_txn_attempted,2026-01-10 23:05:29.667859,5
100081,first_txn_success,2026-01-12 04:43:40.494396,6
100082,signup_started,2026-01-18 00:00:00.000000,0
100082,otp_verified,2026-01-18 01:17:29.006445,1
100082,bank_linked,2026-01-18 04:19:26.419824,2
100082,upi_pin_set,2026-01-18 12:37:01.447670,3
100082,kyc_completed,2026-01-19 02:52:14.268463,4
100082,first_txn_attempted,2026-01-20 05:04:56.133908,5
100082,first_txn_success,2026-01-21 20:08:55.869690,6
100083,signup_started,2026-01-05 00:00:00.000000,0
100083,otp_verified,2026-01-05 05:05:18.084686,1
100083,bank_linked,2026-01-05 10:19:32.018419,2
100083,upi_pin_set,2026-01-05 11:41:09.442203,3
100083,kyc_completed,2026-01-05 13:44:49.097251,4
100083,first_txn_attempted,2026-01-06 01:20:35.385497,5
100083,first_txn_success,2026-01-06 02:20:07.590514,6
100084,signup_started,2026-01-02 00:00:00.000000,0
100084,otp_verified,2026-01-02 01:01:09.235341,1
100084,bank_linked,2026-01-02 04:12:34.776909,2
100084,upi_pin_set,2026-01-02 05:17:54.855236,3
100084,kyc_completed,2026-01-02 11:54:20.440790,4
100084,first_txn_attempted,2026-01-03 10:21:53.760558,5
100084,first_txn_success,2026-01-06 15:52:29.634864,6
100085,signup_started,2026-01-03 00:00:00.000000,0
100085,otp_verified,2026-01-03 04:10:53.955677,1
100085,bank_linked,2026-01-03 09:06:49.352714,2
100085,upi_pin_set,2026-01-03 09:24:50.143868,3
100085,kyc_completed,2026-01-04 05:48:45.207440,4
100086,signup_started,2026-01-16 00:00:00.000000,0
100086,otp_verified,2026-01-16 04:40:47.816197,1
100087,signup_started,2026-01-10 00:00:00.000000,0
100087,otp_verified,2026-01-10 10:02:19.814415,1
100087,bank_linked,2026-01-11 04:15:03.209905,2
100087,upi_pin_set,2026-01-11 05:13:30.062853,3
100087,kyc_completed,2026-01-11 13:18:03.374879,4
100087,first_txn_attempted,2026-01-12 19:04:33.382005,5
100087,first_txn_success,2026-01-13 18:33:35.752299,6
100088,signup_started,2026-01-04 00:00:00.000000,0
100088,otp_verified,2026-01-04 00:56:03.590501,1
100088,bank_linked,2026-01-04 14:00:06.741401,2
100088,upi_pin_set,2026-01-05 01:17:36.421658,3
100088,kyc_completed,2026-01-07 12:21:36.566450,4
100089,signup_started,2026-01-10 00:00:00.000000,0
100089,otp_verified,2026-01-10 03:34:10.627493,1
100089,bank_linked,2026-01-10 08:09:03.231748,2
100089,upi_pin_set,2026-01-10 14:30:09.164070,3
100090,signup_started,2026-01-04 00:00:00.000000,0
100090,otp_verified,2026-01-04 05:01:05.929945,1
100090,bank_linked,2026-01-04 08:26:40.867073,2
100091,signup_started,2026-01-15 00:00:00.000000,0
100091,otp_verified,2026-01-15 13:52:58.509134,1
100091,bank_linked,2026-01-15 15:07:30.520682,2
100091,upi_pin_set,2026-01-15 19:01:18.108647,3
100091,kyc_completed,2026-01-15 20:48:04.039555,4
100091,first_txn_attempted,2026-01-16 13:40:35.769656,5
100091,first_txn_success,2026-01-16 15:58:03.218905,6
100092,signup_started,2026-01-09 00:00:00.000000,0
100092,otp_verified,2026-01-09 03:00:34.017859,1
100092,bank_linked,2026-01-09 09:32:44.131850,2
100092,upi_pin_set,2026-01-09 14:34:32.287318,3
100092,kyc_completed,2026-01-12 03:59:16.894612,4
100092,first_txn_attempted,2026-01-13 04:53:36.096543,5
100092,first_txn_success,2026-01-13 15:44:17.778888,6
100093,signup_started,2026-01-08 00:00:00.000000,0
100093,otp_verified,2026-01-08 02:25:53.459413,1
100093,bank_linked,2026-01-08 04:06:19.355770,2
100093,upi_pin_set,2026-01-09 15:39:06.894191,3
100093,kyc_completed,2026-01-13 01:23:14.741842,4
100093,first_txn_attempted,2026-01-14 16:45:02.444408,5
100093,first_txn_success,2026-01-15 15:32:19.181224,6
100094,signup_started,2026-01-07 00:00:00.000000,0
100094,otp_verified,2026-01-07 05:00:33.682521,1
100095,signup_started,2026-01-13 00:00:00.000000,0
100095,otp_verified,2026-01-13 21:40:52.076551,1
100095,bank_linked,2026-01-13 22:45:03.267191,2
100095,upi_pin_set,2026-01-14 12:16:41.632827,3
100096,signup_started,2026-01-08 00:00:00.000000,0
100096,otp_verified,2026-01-08 16:02:18.877122,1
100096,bank_linked,2026-01-08 17:00:03.073805,2
100096,upi_pin_set,2026-01-08 20:09:30.581001,3
100096,kyc_completed,2026-01-10 02:49:29.726955,4
100096,first_txn_attempted,2026-01-11 22:43:56.943318,5
100096,first_txn_success,2026-01-12 17:31:37.823203,6
100097,signup_started,2026-01-03 00:00:00.000000,0
100097,otp_verified,2026-01-03 00:02:04.285392,1
100097,bank_linked,2026-01-03 03:56:49.018470,2
100097,upi_pin_set,2026-01-03 07:04:04.642416,3
100097,kyc_completed,2026-01-04 13:10:28.659704,4
100097,first_txn_attempted,2026-01-05 19:03:30.886714,5
100097,first_txn_success,2026-01-05 21:19:19.928398,6
100098,signup_started,2026-01-04 00:00:00.000000,0
100099,signup_started,2026-01-25 00:00:00.000000,0
100099,otp_verified,2026-01-25 06:09:53.803684,1
100099,bank_linked,2026-01-25 06:58:41.210925,2
100099,upi_pin_set,2026-01-25 09:55:18.635547,3
100099,kyc_completed,2026-01-26 01:51:55.675258,4
100099,first_txn_attempted,2026-01-29 16:44:48.810184,5
